Date,Open,High,Low,Close,Adj Close,Volume
2017-04-07,845.0,845.8800048828125,837.2999877929688,842.0999755859375,842.0999755859375,1111600
2017-04-10,841.5399780273438,846.739990234375,840.7899780273438,841.7000122070312,841.7000122070312,1046200
2017-04-11,841.7000122070312,844.6300048828125,834.5999755859375,839.8800048828125,839.8800048828125,974300
2017-04-12,838.4600219726562,843.719970703125,837.5900268554688,841.4600219726562,841.4600219726562,1135800
2017-04-13,841.0399780273438,843.72998046875,837.8499755859375,840.1799926757812,840.1799926757812,1073700
2017-04-17,841.3800048828125,855.6400146484375,841.030029296875,855.1300048828125,855.1300048828125,1049100
2017-04-18,852.5399780273438,857.3900146484375,851.25,853.989990234375,853.989990234375,936200
2017-04-19,857.3900146484375,860.2000122070312,853.530029296875,856.510009765625,856.510009765625,1080300
2017-04-20,859.739990234375,863.9299926757812,857.5,860.0800170898438,860.0800170898438,1188800
2017-04-21,860.6199951171875,862.4400024414062,857.72998046875,858.9500122070312,858.9500122070312,1172900
2017-04-24,868.4400024414062,879.9600219726562,866.1099853515625,878.9299926757812,878.9299926757812,1696500
2017-04-25,882.260009765625,892.25,879.280029296875,888.8400268554688,888.8400268554688,2038000
2017-04-26,891.3900146484375,892.989990234375,885.1500244140625,889.1400146484375,889.1400146484375,1323300
2017-04-27,890.0,893.3800048828125,887.1799926757812,891.4400024414062,891.4400024414062,2342300
2017-04-28,929.0,935.9000244140625,923.219970703125,924.52001953125,924.52001953125,3845900
2017-05-01,924.1500244140625,935.8200073242188,920.7999877929688,932.8200073242188,932.8200073242188,2327800
2017-05-02,933.27001953125,942.989990234375,931.0,937.0900268554688,937.0900268554688,1751300
2017-05-03,936.0499877929688,950.2000122070312,935.2100219726562,948.4500122070312,948.4500122070312,1824800
2017-05-04,950.2899780273438,959.1400146484375,947.3699951171875,954.719970703125,954.719970703125,1937600
2017-05-05,956.719970703125,958.4400024414062,948.0999755859375,950.280029296875,950.280029296875,1615500
2017-05-08,947.4500122070312,960.989990234375,947.4000244140625,958.6900024414062,958.6900024414062,1876700
2017-05-09,961.3300170898438,962.2000122070312,954.4000244140625,956.7100219726562,956.7100219726562,1687900
2017-05-10,956.219970703125,956.7100219726562,949.8400268554688,954.8400268554688,954.8400268554688,1146000
2017-05-11,951.2899780273438,957.989990234375,948.6099853515625,955.8900146484375,955.8900146484375,1031100
2017-05-12,957.8499755859375,957.97998046875,952.0599975585938,955.1400146484375,955.1400146484375,1214900
2017-05-15,955.2899780273438,962.7000122070312,952.8200073242188,959.219970703125,959.219970703125,1337700
2017-05-16,963.5499877929688,965.9000244140625,960.3499755859375,964.6099853515625,964.6099853515625,1101500
2017-05-17,959.7000122070312,960.989990234375,940.0599975585938,942.1699829101562,942.1699829101562,2449100
2017-05-18,943.2000122070312,954.1799926757812,941.27001953125,950.5,950.5,1800500
2017-05-19,952.8200073242188,959.5599975585938,952.0,954.6500244140625,954.6500244140625,1360300
