,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17,45.00822830200195,1081.260009765625,92.06005096435547,56.90800094604492,46.747501373291016,1081.260009765625,96.18000030517578,56.90800094604492,47.227500915527344,1091.0,97.54000091552734,57.8380012512207,46.59000015258789,1076.4200439453125,95.83000183105469,56.79399871826172,47.0,1081.4599609375,96.76000213623047,57.18000030517578,69176000,1286900,17246700,22103000
2018-05-18,44.84455490112305,1069.6400146484375,92.2323226928711,55.36399841308594,46.57749938964844,1069.6400146484375,96.36000061035156,55.36399841308594,46.95249938964844,1073.72998046875,96.93000030517578,56.93000030517578,46.532501220703125,1064.6800537109375,96.01000213623047,54.79999923706055,46.79750061035156,1066.0,96.01000213623047,56.93000030517578,73190800,1774100,17865800,36259500
2018-05-21,45.16228103637695,1084.010009765625,93.41921997070312,56.89799880981445,46.907501220703125,1084.010009765625,97.5999984741211,56.89799880981445,47.317501068115234,1093.300048828125,98.01000213623047,58.29800033569336,46.727500915527344,1078.0,96.80000305175781,56.2599983215332,47.0,1079.0,97.0,56.26599884033203,73603200,1259000,19422500,45913000
2018-05-22,45.04914855957031,1075.31005859375,93.3235092163086,55.00199890136719,46.790000915527344,1075.31005859375,97.5,55.00199890136719,47.220001220703125,1091.800048828125,98.16999816894531,57.599998474121094,46.69499969482422,1072.260009765625,97.19999694824219,54.683998107910156,47.095001220703125,1089.800048828125,97.68000030517578,57.551998138427734,60962800,1111300,15441200,44729000
2018-05-23,45.33799362182617,1085.9599609375,94.4338150024414,55.81399917602539,47.09000015258789,1085.9599609375,98.66000366210938,55.81399917602539,47.125,1088.0,98.7300033569336,55.981998443603516,46.439998626708984,1066.9599609375,96.31999969482422,54.79999923706055,46.587501525878906,1070.0,96.70999908447266,55.551998138427734,80233600,1187000,21251200,29925500
2018-05-24,45.28744125366211,1085.449951171875,94.09882354736328,55.56999969482422,47.037498474121094,1085.449951171875,98.30999755859375,55.56999969482422,47.209999084472656,1087.1199951171875,98.94000244140625,56.22200012207031,46.5525016784668,1072.300048828125,96.80999755859375,54.97800064086914,47.192501068115234,1086.9000244140625,98.7300033569336,55.68000030517578,92936000,1030200,26649300,20883500
2018-05-25,45.39094543457031,1084.0799560546875,94.14665222167969,55.77000045776367,47.14500045776367,1084.0799560546875,98.36000061035156,55.77000045776367,47.412498474121094,1089.5699462890625,98.9800033569336,55.928001403808594,46.912498474121094,1082.5999755859375,97.86000061035156,55.12200164794922,47.057498931884766,1086.550048828125,98.30000305175781,55.5260009765625,69844000,1111200,18363900,19375500
2018-05-29,45.227264404296875,1068.0699462890625,93.8116683959961,56.75199890136719,46.974998474121094,1068.0699462890625,98.01000213623047,56.75199890136719,47.1875,1081.3399658203125,98.87999725341797,57.29999923706055,46.717498779296875,1063.0799560546875,97.2300033569336,55.22999954223633,46.900001525878906,1076.0,97.83999633789062,55.70199966430664,90056400,1803800,28671000,28333000
2018-05-30,45.13098907470703,1077.469970703125,94.71139526367188,58.34400177001953,46.875,1077.469970703125,98.94999694824219,58.34400177001953,47.0,1078.989990234375,99.25,59.00199890136719,46.69499969482422,1066.550048828125,97.91000366210938,56.31999969482422,46.93000030517578,1073.47998046875,98.30999755859375,56.65800094604492,74762000,1434300,22158500,37448500
2018-05-31,44.97934341430664,1100.0,94.60612487792969,56.94599914550781,46.717498779296875,1100.0,98.83999633789062,56.94599914550781,47.057498931884766,1110.0,99.98999786376953,58.07400131225586,46.53499984741211,1078.0,98.61000061035156,56.58599853515625,46.80500030517578,1082.0,99.29000091552734,57.44200134277344,109931200,3968400,34140900,29598500
2018-06-01,45.790504455566406,1135.0,96.47257995605469,58.36399841308594,47.560001373291016,1135.0,100.79000091552734,58.36399841308594,47.564998626708984,1138.1600341796875,100.86000061035156,58.38999938964844,46.9375,1112.010009765625,99.16999816894531,56.768001556396484,46.997501373291016,1112.8699951171875,99.27999877929688,57.172000885009766,93770000,3160100,28655600,27122000
2018-06-04,46.173213958740234,1153.0400390625,97.31488037109375,59.347999572753906,47.95750045776367,1153.0400390625,101.66999816894531,59.347999572753906,48.35499954223633,1157.8599853515625,101.86000061035156,59.79999923706055,47.837501525878906,1137.0,100.8499984741211,58.709999084472656,47.90999984741211,1138.5,101.26000213623047,58.86800003051758,105064800,2237700,27281600,23989000
2018-06-05,46.529449462890625,1151.02001953125,97.8126220703125,58.22600173950195,48.32749938964844,1151.02001953125,102.19000244140625,58.22600173950195,48.48500061035156,1161.0999755859375,102.33000183105469,59.560001373291016,48.09000015258789,1147.4599609375,101.52999877929688,57.347999572753906,48.26750183105469,1154.6600341796875,102.0,59.540000915527344,86264000,1648200,23514400,29976000
2018-06-06,46.690711975097656,1146.949951171875,98.0997543334961,63.900001525878906,48.494998931884766,1146.949951171875,102.48999786376953,63.900001525878906,48.52000045776367,1154.7099609375,102.5999984741211,64.43399810791016,47.97999954223633,1136.3199462890625,101.9000015258789,59.49599838256836,48.407501220703125,1152.77001953125,102.4800033569336,60.099998474121094,83734400,1746700,21122900,93836500
2018-06-07,46.565555572509766,1134.4200439453125,96.55873107910156,63.21799850463867,48.3650016784668,1134.4200439453125,100.87999725341797,63.21799850463867,48.54999923706055,1145.8699951171875,102.69000244140625,66.0,48.084999084472656,1126.1199951171875,100.37999725341797,62.715999603271484,48.53499984741211,1144.5799560546875,102.6500015258789,63.22999954223633,85388800,1805400,28232200,71726500
2018-06-08,46.14191436767578,1132.7099609375,97.27660369873047,63.53200149536133,47.92499923706055,1132.7099609375,101.62999725341797,63.53200149536133,48.0,1138.780029296875,101.94999694824219,64.89600372314453,47.442501068115234,1123.22998046875,100.54000091552734,63.43000030517578,47.79249954223633,1131.2099609375,101.08999633789062,63.79999923706055,106627200,1364200,22165100,41026000
2018-06-11,46.02878952026367,1140.9000244140625,96.72145080566406,66.41999816894531,47.807498931884766,1140.9000244140625,101.05000305175781,66.41999816894531,47.99250030517578,1147.739990234375,101.58999633789062,66.93199920654297,47.5525016784668,1131.4000244140625,100.66999816894531,64.5,47.837501525878906,1132.93994140625,101.01000213623047,64.50199890136719,73234000,1239800,23490900,65917500
2018-06-12,46.281524658203125,1148.18994140625,96.97030639648438,68.55400085449219,48.06999969482422,1148.18994140625,101.30999755859375,68.55400085449219,48.15250015258789,1148.75,101.44999694824219,70.99400329589844,47.787498474121094,1141.02001953125,100.75,67.5999984741211,47.84749984741211,1141.02001953125,101.0999984741211,68.94000244140625,67644400,1304600,18325200,111737000
2018-06-13,45.90121841430664,1144.22998046875,96.52999877929688,68.95600128173828,47.67499923706055,1144.22998046875,100.8499984741211,68.95600128173828,48.220001220703125,1155.6400146484375,102.01000213623047,69.44000244140625,47.61000061035156,1143.3800048828125,100.55999755859375,67.95999908447266,48.10499954223633,1152.280029296875,101.72000122070312,69.34200286865234,86553600,1715100,29492900,47349000
2018-06-14,45.92529296875,1160.1099853515625,97.07559204101562,71.54399871826172,47.70000076293945,1160.1099853515625,101.41999816894531,71.54399871826172,47.89250183105469,1165.989990234375,102.02999877929688,71.75,47.55500030517578,1150.5999755859375,101.0,69.31999969482422,47.88750076293945,1152.2099609375,101.6500015258789,69.5260009765625,86440400,1771100,25691800,54905000
2018-06-15,45.453529357910156,1159.27001953125,95.8408432006836,71.63400268554688,47.209999084472656,1159.27001953125,100.12999725341797,71.63400268554688,47.540000915527344,1163.9100341796875,101.52999877929688,72.93399810791016,47.064998626708984,1153.68994140625,100.06999969482422,70.25,47.50749969482422,1159.9200439453125,101.51000213623047,70.76799774169922,246876800,2221900,65738600,54241500
2018-06-18,45.42945098876953,1183.5799560546875,96.53958892822266,74.16600036621094,47.185001373291016,1183.5799560546875,100.86000061035156,74.16600036621094,47.30500030517578,1184.1300048828125,101.11000061035156,74.74600219726562,46.79999923706055,1151.0,99.41999816894531,70.9000015258789,46.970001220703125,1152.68994140625,100.01000213623047,71.08000183105469,73939600,1651900,23586000,60366000
2018-06-19,44.69532775878906,1178.68994140625,96.53958892822266,70.51000213623047,46.42250061035156,1178.68994140625,100.86000061035156,70.51000213623047,46.58250045776367,1182.81005859375,101.0,74.0,45.86249923706055,1161.6099853515625,99.5,69.25,46.28499984741211,1170.1099853515625,99.6500015258789,73.03199768066406,134314000,2364100,28653100,63809500
2018-06-20,44.890289306640625,1184.0699462890625,97.50633239746094,72.44400024414062,46.625,1184.0699462890625,101.87000274658203,72.44400024414062,46.79999923706055,1201.489990234375,102.5199966430664,72.8759994506836,46.432498931884766,1182.030029296875,101.12000274658203,70.4000015258789,46.587501525878906,1183.300048828125,101.37000274658203,71.60800170898438,82514800,2584300,26180800,41918500
2018-06-21,44.63996124267578,1169.43994140625,96.80758666992188,69.50199890136719,46.3650016784668,1169.43994140625,101.13999938964844,69.50199890136719,47.087501525878906,1190.3299560546875,102.45999908447266,73.24199676513672,46.23500061035156,1163.47998046875,100.87999725341797,69.25399780273438,46.8125,1185.510009765625,102.08000183105469,72.4000015258789,102847600,2248300,23198200,39835500
2018-06-22,44.50998306274414,1169.2900390625,96.10887145996094,66.72599792480469,46.22999954223633,1169.2900390625,100.41000366210938,66.72599792480469,46.537498474121094,1175.0,100.7699966430664,70.44999694824219,46.17499923706055,1159.6500244140625,99.62999725341797,66.4000015258789,46.529998779296875,1171.489990234375,100.41000366210938,70.30799865722656,108801600,1711000,38923100,51330500
2018-06-25,43.84805679321289,1139.280029296875,94.17538452148438,66.60199737548828,45.54249954223633,1139.280029296875,98.38999938964844,66.60199737548828,46.22999954223633,1155.989990234375,100.11000061035156,67.69400024414062,45.182498931884766,1119.9000244140625,97.30000305175781,65.5,45.849998474121094,1155.0,100.0,66.02400207519531,126652400,2884100,35433300,34656500
2018-06-26,44.39204025268555,1132.6199951171875,94.83584594726562,68.4000015258789,46.10749816894531,1132.6199951171875,99.08000183105469,68.4000015258789,46.63249969482422,1146.8699951171875,100.08000183105469,68.70999908447266,45.6349983215332,1129.0,98.75,65.16000366210938,45.747501373291016,1144.1400146484375,98.81999969482422,67.20999908447266,98276800,1734400,26897200,37262500
2018-06-27,44.32704544067383,1116.93994140625,93.3617935180664,68.9000015258789,46.040000915527344,1116.93994140625,97.54000091552734,68.9000015258789,46.81999969482422,1146.2099609375,100.0199966430664,70.15799713134766,46.00749969482422,1116.699951171875,97.4000015258789,67.9000015258789,46.307498931884766,1136.0,99.58000183105469,69.0,101141200,1726900,31298400,41668500
2018-06-28,44.64958953857422,1126.780029296875,94.40510559082031,69.98600006103516,46.375,1126.780029296875,98.62999725341797,69.98600006103516,46.5525016784668,1134.0,99.11000061035156,71.40399932861328,45.95000076293945,1106.0699462890625,97.26000213623047,69.22200012207031,46.025001525878906,1112.3900146484375,97.37999725341797,69.73200225830078,69460800,1486300,26650700,41990000
2018-06-29,44.55571365356445,1129.18994140625,94.38597106933594,68.58999633789062,46.27750015258789,1129.18994140625,98.61000061035156,68.58999633789062,46.79750061035156,1141.3599853515625,99.91000366210938,70.77200317382812,45.727500915527344,1127.02001953125,98.33000183105469,68.48200225830078,46.5724983215332,1132.31005859375,98.93000030517578,70.66600036621094,90950800,1578100,28053200,32462000
2018-07-02,45.0539665222168,1142.1099853515625,95.72599029541016,67.01399993896484,46.79499816894531,1142.1099853515625,100.01000213623047,67.01399993896484,46.82500076293945,1142.989990234375,100.05999755859375,72.95600128173828,45.85499954223633,1106.5999755859375,98.0,65.97000122070312,45.95500183105469,1115.3499755859375,98.0999984741211,72.01399993896484,70925200,1160800,19564500,93799000
2018-07-03,44.269287109375,1116.280029296875,94.80712127685547,62.172000885009766,45.97999954223633,1116.280029296875,99.05000305175781,62.172000885009766,46.98749923706055,1149.9100341796875,100.62999725341797,66.49800109863281,45.8849983215332,1114.4300537109375,98.94000244140625,61.9379997253418,46.9474983215332,1149.4200439453125,100.4800033569336,66.3499984741211,55819200,822400,14670300,61413000
2018-07-05,44.625511169433594,1141.2900390625,95.48670959472656,61.832000732421875,46.349998474121094,1141.2900390625,99.76000213623047,61.832000732421875,46.602500915527344,1144.1400146484375,99.91999816894531,62.87799835205078,46.06999969482422,1123.1199951171875,99.02999877929688,59.24399948120117,46.314998626708984,1124.5999755859375,99.5,62.75199890136719,66416800,1429700,18977400,87382000
2018-07-06,45.244117736816406,1155.0799560546875,96.82672882080078,61.779998779296875,46.99250030517578,1155.0799560546875,101.16000366210938,61.779998779296875,47.10749816894531,1156.199951171875,101.43000030517578,62.41400146484375,46.29999923706055,1137.239990234375,99.66999816894531,60.400001525878906,46.35499954223633,1141.77001953125,99.88999938964844,60.9900016784668,69940800,1091000,19234600,44327500
2018-07-09,45.87234115600586,1167.280029296875,97.48717498779297,63.70199966430664,47.64500045776367,1167.280029296875,101.8499984741211,63.70199966430664,47.66999816894531,1167.9300537109375,102.25,63.70399856567383,47.32500076293945,1157.22998046875,101.25,61.599998474121094,47.375,1160.0,101.6500015258789,62.39799880981445,79026400,1079200,18212000,37984000
2018-07-10,45.81698226928711,1167.1400146484375,97.74560546875,64.49400329589844,47.587501525878906,1167.1400146484375,102.12000274658203,64.49400329589844,47.81999969482422,1173.5,102.51000213623047,65.53600311279297,47.54499816894531,1162.56005859375,101.86000061035156,63.84000015258789,47.6775016784668,1169.989990234375,102.0,64.91200256347656,63756400,1066700,19293100,47357500
2018-07-11,45.222450256347656,1171.4599609375,97.61160278320312,63.79199981689453,46.970001220703125,1171.4599609375,101.9800033569336,63.79199981689453,47.44499969482422,1180.43994140625,102.33999633789062,64.38800048828125,46.90250015258789,1155.3699951171875,101.0999984741211,63.013999938964844,47.125,1155.6199951171875,101.1500015258789,63.15999984741211,75326000,1662600,19644600,24420500
2018-07-12,45.980648040771484,1201.260009765625,99.7269515991211,63.34199905395508,47.75749969482422,1201.260009765625,104.19000244140625,63.34199905395508,47.852500915527344,1201.989990234375,104.41000366210938,64.64600372314453,47.32749938964844,1173.0999755859375,102.7300033569336,62.55400085449219,47.38249969482422,1174.8599853515625,102.7699966430664,64.28600311279297,72164400,2207400,24335900,28606000
2018-07-13,46.052860260009766,1204.4200439453125,100.91382598876953,63.77399826049805,47.83250045776367,1204.4200439453125,105.43000030517578,63.77399826049805,47.959999084472656,1210.43994140625,105.5999984741211,63.91600036621094,47.724998474121094,1195.2900390625,104.08999633789062,61.849998474121094,47.77000045776367,1202.800048828125,104.37000274658203,63.11600112915039,50055600,1630600,24635200,29349000
2018-07-16,45.95176315307617,1196.510009765625,100.41608428955078,62.02000045776367,47.727500915527344,1196.510009765625,104.91000366210938,62.02000045776367,48.162498474121094,1208.7099609375,105.81999969482422,63.03200149536133,47.60499954223633,1193.4000244140625,104.5199966430664,61.25,47.880001068115234,1203.81005859375,105.4000015258789,62.34199905395508,60172400,1339200,21786900,39093500
2018-07-17,46.08174514770508,1213.0799560546875,101.41153717041016,64.53800201416016,47.86249923706055,1213.0799560546875,105.94999694824219,64.53800201416016,47.967498779296875,1218.760009765625,106.5,64.947998046875,47.29999923706055,1182.0,104.31999969482422,61.70000076293945,47.4375,1182.739990234375,104.61000061035156,61.762001037597656,62138000,2008100,25901700,34981000
2018-07-18,45.829010009765625,1212.9100341796875,100.6170883178711,64.7699966430664,47.599998474121094,1212.9100341796875,105.12000274658203,64.7699966430664,47.95000076293945,1221.5899658203125,106.05000305175781,65.0999984741211,47.48249816894531,1204.56005859375,104.72000122070312,63.25,47.94499969482422,1208.530029296875,105.94000244140625,65.0,65573600,1947400,29493900,28121000
2018-07-19,46.185245513916016,1199.0999755859375,99.92796325683594,64.0459976196289,47.970001220703125,1199.0999755859375,104.4000015258789,64.0459976196289,48.13750076293945,1216.47998046875,105.30999755859375,64.70800018310547,47.42250061035156,1197.72998046875,103.88999938964844,62.801998138427734,47.42250061035156,1206.6500244140625,104.93000030517578,63.26599884033203,81147200,1916900,40171600,29576500
2018-07-20,46.079341888427734,1197.8800048828125,101.71783447265625,62.715999603271484,47.86000061035156,1197.8800048828125,106.2699966430664,62.715999603271484,48.10749816894531,1210.77001953125,108.19999694824219,64.64800262451172,47.54249954223633,1196.5899658203125,106.08000183105469,62.34199905395508,47.94499969482422,1199.239990234375,108.08000183105469,64.24600219726562,82704800,1896900,56004000,25811000
2018-07-23,46.12026596069336,1211.0,103.34501647949219,60.63999938964844,47.90250015258789,1211.0,107.97000122070312,60.63999938964844,47.9900016784668,1215.0999755859375,108.13999938964844,61.099998474121094,47.38999938964844,1192.010009765625,106.12999725341797,58.571998596191406,47.66999816894531,1195.6600341796875,106.30000305175781,60.36800003051758,63957600,3272300,29707000,54964500
2018-07-24,46.454830169677734,1258.1500244140625,103.0483169555664,59.486000061035156,48.25,1258.1500244140625,107.66000366210938,59.486000061035156,48.415000915527344,1275.0,108.81999969482422,61.54399871826172,48.01250076293945,1244.1400146484375,107.26000213623047,58.5099983215332,48.11249923706055,1271.0,108.56999969482422,60.88399887084961,74791600,5380000,26316600,47954000
2018-07-25,46.892906188964844,1275.93994140625,106.08251953125,61.74800109863281,48.70500183105469,1275.93994140625,110.83000183105469,61.74800109863281,48.712501525878906,1278.239990234375,111.1500015258789,61.92399978637695,48.10749816894531,1249.050048828125,107.5999984741211,58.900001525878906,48.26499938964844,1252.6199951171875,107.95999908447266,59.347999572753906,66839600,2555200,30702100,35377000
2018-07-26,46.746070861816406,1285.5,104.92436218261719,61.33000183105469,48.5525016784668,1285.5,109.62000274658203,61.33000183105469,48.9900016784668,1287.4000244140625,111.0,62.13999938964844,48.40250015258789,1263.0,109.5,60.72800064086914,48.65250015258789,1267.1800537109375,110.73999786376953,60.970001220703125,76304000,2734300,31372100,23152500
2018-07-27,45.968624114990234,1252.8900146484375,103.06744384765625,59.43600082397461,47.744998931884766,1252.8900146484375,107.68000030517578,59.43600082397461,48.79750061035156,1291.43994140625,110.18000030517578,61.53799819946289,47.525001525878906,1244.489990234375,106.13999938964844,59.06800079345703,48.747501373291016,1289.1199951171875,110.18000030517578,61.45000076293945,96096000,2418100,37005300,28516500
2018-07-30,45.71107482910156,1230.0400390625,100.85638427734375,58.034000396728516,47.477500915527344,1230.0400390625,105.37000274658203,58.034000396728516,48.04999923706055,1252.8900146484375,107.52999877929688,59.220001220703125,47.26750183105469,1224.1700439453125,104.76000213623047,57.22600173950195,47.974998474121094,1245.050048828125,107.19000244140625,59.18000030517578,84118000,2194800,34668300,34070500
2018-07-31,45.80253219604492,1227.219970703125,101.53597259521484,59.62799835205078,47.5724983215332,1227.219970703125,106.08000183105469,59.62799835205078,48.03499984741211,1241.2099609375,106.72000122070312,59.66400146484375,47.334999084472656,1216.18994140625,105.37999725341797,57.81399917602539,47.57500076293945,1231.7099609375,106.48999786376953,58.45000076293945,157492000,1969100,27655200,25384500
2018-08-01,48.50077438354492,1232.989990234375,101.72740173339844,60.167999267578125,50.375,1232.989990234375,106.27999877929688,60.167999267578125,50.439998626708984,1245.9000244140625,106.44999694824219,60.599998474121094,49.32749938964844,1224.93994140625,105.41999816894531,58.599998474121094,49.782501220703125,1239.1099853515625,106.02999877929688,59.597999572753906,271742800,1849700,23628700,50647000
2018-08-02,49.918479919433594,1241.1300048828125,102.96214294433594,69.90799713134766,51.84749984741211,1241.1300048828125,107.56999969482422,69.90799713134766,52.095001220703125,1244.4100341796875,108.08999633789062,69.99800109863281,50.087501525878906,1218.06005859375,104.83999633789062,64.63200378417969,50.14500045776367,1218.5,105.4000015258789,65.68800354003906,249616000,1735200,26104300,116075000
2018-08-03,50.062904357910156,1238.1600341796875,103.41201782226562,69.63400268554688,51.997501373291016,1238.1600341796875,108.04000091552734,69.63400268554688,52.185001373291016,1246.52001953125,108.05000305175781,71.0,51.369998931884766,1229.4200439453125,106.81999969482422,68.50599670410156,51.75749969482422,1245.1800537109375,107.80000305175781,69.56199645996094,133789600,1063200,18659600,68282500
2018-08-06,50.32285690307617,1237.6700439453125,103.49816131591797,68.39800262451172,52.26750183105469,1237.6700439453125,108.12999725341797,68.39800262451172,52.3125,1242.4599609375,108.41999816894531,70.99600219726562,51.76750183105469,1230.530029296875,107.55999755859375,68.36399841308594,52.0,1241.6099853515625,108.12000274658203,69.09200286865234,101701600,1105700,20265900,42821500
2018-08-07,49.851078033447266,1255.8399658203125,104.21603393554688,75.91400146484375,51.77750015258789,1255.8399658203125,108.87999725341797,75.91400146484375,52.375,1266.0799560546875,109.0999984741211,77.49199676513672,51.689998626708984,1251.800048828125,108.16999816894531,67.83000183105469,52.33000183105469,1252.010009765625,108.55999755859375,68.76799774169922,102349600,2125300,16080200,154379000
2018-08-08,49.88478088378906,1261.3299560546875,104.79991149902344,74.06800079345703,51.8125,1261.3299560546875,109.48999786376953,74.06800079345703,51.95249938964844,1271.719970703125,109.75,76.52799987792969,51.130001068115234,1252.1199951171875,108.76000213623047,73.42400360107422,51.51250076293945,1256.719970703125,109.33000183105469,73.81800079345703,90102000,1717200,15487500,122856000
2018-08-09,50.27711868286133,1264.4599609375,104.97220611572266,70.48999786376953,52.220001220703125,1264.4599609375,109.66999816894531,70.48999786376953,52.44499969482422,1271.9599609375,110.16000366210938,73.4020004272461,51.79999923706055,1260.0999755859375,109.5999984741211,69.14600372314453,52.38249969482422,1262.72998046875,109.70999908447266,73.11000061035156,93970400,1366300,13677200,85919000
2018-08-10,50.12736892700195,1252.510009765625,104.33090209960938,71.0979995727539,51.88249969482422,1252.510009765625,109.0,71.0979995727539,52.275001525878906,1261.199951171875,109.69000244140625,72.0,51.66749954223633,1247.1600341796875,108.37999725341797,69.19999694824219,51.84000015258789,1259.1800537109375,109.41999816894531,70.80000305175781,98444800,1330100,18183700,57760000
2018-08-13,50.45103454589844,1248.6400146484375,103.5747299194336,71.28199768066406,52.217498779296875,1248.6400146484375,108.20999908447266,71.28199768066406,52.73749923706055,1265.969970703125,109.58000183105469,72.63800048828125,51.92499923706055,1247.030029296875,108.0999984741211,69.80400085449219,52.32749938964844,1251.199951171875,109.23999786376953,72.22599792480469,103563600,1375000,18472500,52319500
2018-08-14,50.663597106933594,1258.1400146484375,104.86689758300781,69.52799987792969,52.4375,1258.1400146484375,109.55999755859375,69.52799987792969,52.63999938964844,1260.5899658203125,109.75,71.83999633789062,52.064998626708984,1239.5400390625,108.04000091552734,69.41999816894531,52.540000915527344,1252.5,108.55999755859375,71.69000244140625,82992000,1404000,16788300,34932000
2018-08-15,50.781951904296875,1232.219970703125,103.44486236572266,67.73799896240234,52.560001373291016,1232.219970703125,107.66000366210938,67.73799896240234,52.685001373291016,1251.97998046875,108.98999786376953,68.89800262451172,52.08250045776367,1226.239990234375,106.81999969482422,66.4280014038086,52.30500030517578,1244.280029296875,108.48999786376953,68.38200378417969,115230400,1852600,29982800,45506500
2018-08-16,51.525901794433594,1224.06005859375,103.42564392089844,67.08999633789062,53.33000183105469,1224.06005859375,107.63999938964844,67.08999633789062,53.45249938964844,1243.699951171875,108.86000061035156,68.45600128173828,52.86750030517578,1219.6300048828125,107.30000305175781,66.76399993896484,52.9375,1241.989990234375,108.30000305175781,67.98200225830078,114001600,1608800,21384300,30320000
2018-08-17,52.554866790771484,1215.8499755859375,103.36799621582031,61.099998474121094,54.39500045776367,1215.8499755859375,107.58000183105469,61.099998474121094,54.48749923706055,1226.949951171875,107.9000015258789,65.35399627685547,53.290000915527344,1204.0,106.69000244140625,60.70600128173828,53.36000061035156,1222.0400390625,107.36000061035156,64.69999694824219,141708000,1654600,18061500,94793000
2018-08-20,52.04280471801758,1221.949951171875,102.68580627441406,61.6879997253418,53.8650016784668,1221.949951171875,106.87000274658203,61.6879997253418,54.79499816894531,1225.9100341796875,107.9000015258789,61.70000076293945,53.77750015258789,1208.699951171875,106.4800033569336,57.63999938964844,54.525001525878906,1220.6600341796875,107.51000213623047,58.34000015258789,121150800,1110900,17914200,87011500
2018-08-21,51.94135284423828,1217.4100341796875,101.83064270019531,64.37999725341797,53.7599983215332,1217.4100341796875,105.9800033569336,64.37999725341797,54.29750061035156,1232.760009765625,107.3499984741211,64.95800018310547,53.50749969482422,1215.030029296875,105.8499984741211,61.79999923706055,54.20000076293945,1223.02001953125,106.91999816894531,62.12200164794922,104639200,1154100,22881900,65861000
2018-08-22,51.94376754760742,1221.75,102.86834716796875,64.3280029296875,53.76250076293945,1221.75,107.05999755859375,64.3280029296875,54.09000015258789,1226.530029296875,107.33999633789062,64.7760009765625,53.459999084472656,1213.219970703125,105.77999877929688,62.933998107910156,53.525001525878906,1214.219970703125,105.8499984741211,64.17400360107422,76072400,1114800,18000600,29730000
2018-08-23,52.05004119873047,1221.1600341796875,103.34876251220703,64.0199966430664,53.872501373291016,1221.1600341796875,107.55999755859375,64.0199966430664,54.26250076293945,1235.1700439453125,108.18000030517578,65.46399688720703,53.650001525878906,1219.3499755859375,106.87000274658203,63.619998931884766,53.662498474121094,1219.8800048828125,107.1500015258789,63.827999114990234,75532800,1233300,18167700,25736500
2018-08-24,52.21187973022461,1236.75,104.15589141845703,64.56400299072266,54.040000915527344,1236.75,108.4000015258789,64.56400299072266,54.224998474121094,1237.4000244140625,108.55999755859375,64.7699966430664,53.77750015258789,1221.4200439453125,107.55999755859375,63.880001068115234,54.150001525878906,1226.0,107.66999816894531,64.13999938964844,73905600,1222700,17234000,18013000
2018-08-27,52.64183044433594,1256.27001953125,105.30889892578125,63.854000091552734,54.48500061035156,1256.27001953125,109.5999984741211,63.854000091552734,54.685001373291016,1257.8699951171875,109.63999938964844,64.48799896240234,54.08250045776367,1240.6800537109375,108.51000213623047,61.762001037597656,54.287498474121094,1244.1400146484375,109.2699966430664,63.599998474121094,82100400,1429000,19662300,65396500
2018-08-28,53.06694793701172,1245.8599853515625,105.94306182861328,62.37200164794922,54.92499923706055,1245.8599853515625,110.26000213623047,62.37200164794922,55.1349983215332,1256.56005859375,110.5,63.7760009765625,54.72999954223633,1242.969970703125,109.79000091552734,62.237998962402344,54.752498626708984,1255.9000244140625,109.94000244140625,63.68199920654297,91107200,1366500,19151500,38245500
2018-08-29,53.85919952392578,1264.6500244140625,107.63414001464844,61.00199890136719,55.744998931884766,1264.6500244140625,112.0199966430664,61.00199890136719,55.872501373291016,1267.1700439453125,112.02999877929688,62.369998931884766,54.852500915527344,1252.800048828125,110.2699966430664,60.737998962402344,55.037498474121094,1255.0,110.44999694824219,62.05400085449219,109019200,1846300,20818000,37237000
2018-08-30,54.354366302490234,1254.43994140625,107.5668716430664,60.630001068115234,56.25749969482422,1254.43994140625,111.94999694824219,60.630001068115234,57.064998626708984,1269.489990234375,112.61000061035156,60.91999816894531,55.599998474121094,1247.2099609375,111.44000244140625,59.54399871826172,55.8125,1263.4000244140625,111.66999816894531,60.45199966430664,195175200,1505200,22798700,36083500
2018-08-31,54.98238754272461,1231.800048828125,107.93201446533203,60.332000732421875,56.907501220703125,1231.800048828125,112.33000183105469,60.332000732421875,57.217498779296875,1252.550048828125,112.77999877929688,61.0620002746582,56.5,1225.75,111.5199966430664,59.720001220703125,56.627498626708984,1252.2099609375,111.69000244140625,60.400001525878906,173360400,2115400,23222700,26875500
2018-09-04,55.15870666503906,1211.31005859375,107.3363037109375,57.790000915527344,57.09000015258789,1211.31005859375,111.70999908447266,57.790000915527344,57.29499816894531,1227.8699951171875,111.95999908447266,59.63800048828125,56.657501220703125,1206.56005859375,110.22000122070312,57.599998474121094,57.102500915527344,1222.52001953125,110.8499984741211,59.38800048828125,109560400,2072900,22634600,41752500
