Date,Open,High,Low,Close*,Adj. close**,Volume
11-Mar-22,"2,012.44","2,027.39","1,979.07","1,979.67","1,979.67","3,877,430,000"
10-Mar-22,"2,013.62","2,013.62","1,982.11","2,011.67","2,011.67","4,008,690,000"
9-Mar-22,"1,964.45","2,022.55","1,964.45","2,016.29","2,016.29","4,220,180,000"
8-Mar-22,"1,951.59","2,004.48","1,951.59","1,963.01","1,963.01","6,237,000,000"
7-Mar-22,"2,001.03","2,007.46","1,951.21","1,951.33","1,951.33","5,506,330,000"
4-Mar-22,"2,031.16","2,031.16","1,985.51","2,000.90","2,000.90","4,558,250,000"
3-Mar-22,"2,059.15","2,067.28","2,019.98","2,032.41","2,032.41","4,062,080,000"
2-Mar-22,"2,009.01","2,065.71","2,009.01","2,058.87","2,058.87","4,409,090,000"
1-Mar-22,"2,047.24","2,050.65","1,995.42","2,008.51","2,008.51","4,679,400,000"
28-Feb-22,"2,040.31","2,059.44","2,020.51","2,048.09","2,048.09","4,594,010,000"
25-Feb-22,"1,995.84","2,040.93","1,988.01","2,040.93","2,040.93","3,941,780,000"
24-Feb-22,"1,942.30","1,996.84","1,894.45","1,996.01","1,996.01","5,070,560,000"
23-Feb-22,"1,980.99","2,001.55","1,942.27","1,944.09","1,944.09","3,814,340,000"
22-Feb-22,"2,008.68","2,016.43","1,970.63","1,980.17","1,980.17","4,007,780,000"
18-Feb-22,"2,028.00","2,038.13","2,004.73","2,009.33","2,009.33","3,871,340,000"
17-Feb-22,"2,078.50","2,078.50","2,025.12","2,028.09","2,028.09","3,596,510,000"
16-Feb-22,"2,075.63","2,084.98","2,060.32","2,079.31","2,079.31","3,478,750,000"
15-Feb-22,"2,022.22","2,078.33","2,022.22","2,076.46","2,076.46","3,363,200,000"
14-Feb-22,"2,030.18","2,048.26","2,011.37","2,020.79","2,020.79","3,466,170,000"
11-Feb-22,"2,051.26","2,074.06","2,016.41","2,030.15","2,030.15","4,164,960,000"
10-Feb-22,"2,082.51","2,105.21","2,039.62","2,051.16","2,051.16","4,490,500,000"
9-Feb-22,"2,046.76","2,083.50","2,046.76","2,083.50","2,083.50","3,662,810,000"
8-Feb-22,"2,012.46","2,047.82","2,011.37","2,045.37","2,045.37","3,509,330,000"
7-Feb-22,"2,002.38","2,027.91","2,000.40","2,012.60","2,012.60","3,291,600,000"
4-Feb-22,"1,990.92","2,016.38","1,968.61","2,002.36","2,002.36","3,673,700,000"
3-Feb-22,"2,027.73","2,027.73","1,988.41","1,991.03","1,991.03","3,596,830,000"
2-Feb-22,"2,051.64","2,054.72","2,013.59","2,029.52","2,029.52","3,777,170,000"
1-Feb-22,"2,028.78","2,052.85","2,003.38","2,050.74","2,050.74","3,796,450,000"
31-Jan-22,"1,968.09","2,028.45","1,960.11","2,028.45","2,028.45","4,001,950,000"
28-Jan-22,"1,931.14","1,968.51","1,901.36","1,968.51","1,968.51","3,936,030,000"
27-Jan-22,"1,978.08","2,007.23","1,925.45","1,931.29","1,931.29","4,074,330,000"
26-Jan-22,"2,006.04","2,048.35","1,958.34","1,976.46","1,976.46","4,046,270,000"
25-Jan-22,"2,030.82","2,030.84","1,966.10","2,004.03","2,004.03","3,989,420,000"
24-Jan-22,"1,986.45","2,038.66","1,931.44","2,033.51","2,033.51","5,172,540,000"
21-Jan-22,"2,022.55","2,043.51","1,987.91","1,987.92","1,987.92","3,945,810,000"
20-Jan-22,"2,063.86","2,104.59","2,022.20","2,024.04","2,024.04","3,473,060,000"
19-Jan-22,"2,097.56","2,109.23","2,062.18","2,062.78","2,062.78","3,387,370,000"
18-Jan-22,"2,160.35","2,160.35","2,094.93","2,096.23","2,096.23","3,324,960,000"
14-Jan-22,"2,157.99","2,162.46","2,126.12","2,162.46","2,162.46","3,483,530,000"
13-Jan-22,"2,177.06","2,196.74","2,154.46","2,159.44","2,159.44","3,539,830,000"
12-Jan-22,"2,194.94","2,210.28","2,169.42","2,176.06","2,176.06","3,060,040,000"
11-Jan-22,"2,171.17","2,196.65","2,154.81","2,194.00","2,194.00","3,421,600,000"
10-Jan-22,"2,179.07","2,179.07","2,133.13","2,171.15","2,171.15","3,621,800,000"
7-Jan-22,"2,206.14","2,220.13","2,179.81","2,179.81","2,179.81","3,279,870,000"
6-Jan-22,"2,194.48","2,220.59","2,179.29","2,206.37","2,206.37","3,371,250,000"
5-Jan-22,"2,268.92","2,275.32","2,193.72","2,194.00","2,194.00","3,733,540,000"
4-Jan-22,"2,273.18","2,288.30","2,255.71","2,268.87","2,268.87","3,641,050,000"
3-Jan-22,"2,246.71","2,284.14","2,246.71","2,272.56","2,272.56","2,775,190,000"
31-Dec-21,"2,245.93","2,258.11","2,244.85","2,245.31","2,245.31","2,446,190,000"
30-Dec-21,"2,249.35","2,271.82","2,247.47","2,248.79","2,248.79","2,390,990,000"
29-Dec-21,"2,246.35","2,252.79","2,236.65","2,249.24","2,249.24","2,369,370,000"
28-Dec-21,"2,261.04","2,274.54","2,245.57","2,246.51","2,246.51","2,217,050,000"
27-Dec-21,"2,242.48","2,261.89","2,230.33","2,261.46","2,261.46","2,264,120,000"
23-Dec-21,"2,222.25","2,247.63","2,222.25","2,241.58","2,241.58","2,194,630,000"
22-Dec-21,"2,202.43","2,222.52","2,195.42","2,221.90","2,221.90","2,439,570,000"
21-Dec-21,"2,141.41","2,203.02","2,141.41","2,202.95","2,202.95","2,564,370,000"
20-Dec-21,"2,170.97","2,170.97","2,107.68","2,139.87","2,139.87","3,395,780,000"
17-Dec-21,"2,152.51","2,186.36","2,124.74","2,173.93","2,173.93","5,609,780,000"
16-Dec-21,"2,196.82","2,216.09","2,144.70","2,152.46","2,152.46","3,592,810,000"
15-Dec-21,"2,159.88","2,199.86","2,130.91","2,195.21","2,195.21","3,367,580,000"
14-Dec-21,"2,178.92","2,189.71","2,153.21","2,159.65","2,159.65","3,292,740,000"
13-Dec-21,"2,211.59","2,211.59","2,169.01","2,180.50","2,180.50","3,322,050,000"
10-Dec-21,"2,221.43","2,240.38","2,200.10","2,211.81","2,211.81","2,858,310,000"
9-Dec-21,"2,270.27","2,270.27","2,220.18","2,220.21","2,220.21","2,851,660,000"
8-Dec-21,"2,254.31","2,276.75","2,248.24","2,271.71","2,271.71","3,061,550,000"
7-Dec-21,"2,206.77","2,271.71","2,206.77","2,253.79","2,253.79","3,334,320,000"
6-Dec-21,"2,160.16","2,218.27","2,154.62","2,203.48","2,203.48","3,305,690,000"
3-Dec-21,"2,207.06","2,216.18","2,143.12","2,159.31","2,159.31","3,971,500,000"
2-Dec-21,"2,147.62","2,211.66","2,147.62","2,206.33","2,206.33","3,771,510,000"
1-Dec-21,"2,203.12","2,253.37","2,147.40","2,147.42","2,147.42","4,078,260,000"
30-Nov-21,"2,241.05","2,241.05","2,175.68","2,198.91","2,198.91","4,950,190,000"
29-Nov-21,"2,248.90","2,281.28","2,232.09","2,241.98","2,241.98","3,471,380,000"
26-Nov-21,"2,328.98","2,328.98","2,215.24","2,245.94","2,245.94","2,676,740,000"
24-Nov-21,"2,326.70","2,334.37","2,303.94","2,331.46","2,331.46","2,464,040,000"
23-Nov-21,"2,331.25","2,342.63","2,303.38","2,327.86","2,327.86","3,428,780,000"
22-Nov-21,"2,343.67","2,369.63","2,331.35","2,331.35","2,331.35","3,206,280,000"
19-Nov-21,"2,362.44","2,362.44","2,341.57","2,343.16","2,343.16","3,265,600,000"
18-Nov-21,"2,377.60","2,385.99","2,348.52","2,363.59","2,363.59","3,335,620,000"
17-Nov-21,"2,404.21","2,404.21","2,369.11","2,377.01","2,377.01","3,221,250,000"
16-Nov-21,"2,400.10","2,408.34","2,386.51","2,405.02","2,405.02","2,838,210,000"
15-Nov-21,"2,412.04","2,421.07","2,392.89","2,400.93","2,400.93","2,618,980,000"
12-Nov-21,"2,409.46","2,417.20","2,405.84","2,411.78","2,411.78","2,865,790,000"
11-Nov-21,"2,390.50","2,418.83","2,390.50","2,409.14","2,409.14","2,623,140,000"
10-Nov-21,"2,426.44","2,428.97","2,380.76","2,389.58","2,389.58","3,581,630,000"
9-Nov-21,"2,442.22","2,442.22","2,414.43","2,427.29","2,427.29","3,110,230,000"
8-Nov-21,"2,438.36","2,458.86","2,438.06","2,442.74","2,442.74","3,465,720,000"
5-Nov-21,"2,403.13","2,449.14","2,403.13","2,437.08","2,437.08","3,491,150,000"
4-Nov-21,"2,404.68","2,423.83","2,395.50","2,402.43","2,402.43","3,332,940,000"
3-Nov-21,"2,361.82","2,413.39","2,355.18","2,404.28","2,404.28","3,339,440,000"
2-Nov-21,"2,358.25","2,363.55","2,345.40","2,361.86","2,361.86","3,309,690,000"
1-Nov-21,"2,298.08","2,358.64","2,298.08","2,358.12","2,358.12","2,924,000,000"
29-Oct-21,"2,296.74","2,302.35","2,287.86","2,297.19","2,297.19","3,632,260,000"
28-Oct-21,"2,253.90","2,298.76","2,253.90","2,297.98","2,297.98","3,197,560,000"
27-Oct-21,"2,295.45","2,295.45","2,252.49","2,252.49","2,252.49","3,259,510,000"
26-Oct-21,"2,313.35","2,321.47","2,296.07","2,296.08","2,296.08","2,866,500,000"
25-Oct-21,"2,291.80","2,314.84","2,291.80","2,312.64","2,312.64","3,250,210,000"
22-Oct-21,"2,295.67","2,299.73","2,277.04","2,291.27","2,291.27","3,062,810,000"
21-Oct-21,"2,290.41","2,304.00","2,284.97","2,296.18","2,296.18","3,016,950,000"
20-Oct-21,"2,276.02","2,294.92","2,271.84","2,289.77","2,289.77","2,671,560,000"
19-Oct-21,"2,269.25","2,284.67","2,265.70","2,275.91","2,275.91","2,531,210,000"
18-Oct-21,"2,265.06","2,272.35","2,255.41","2,267.84","2,267.84","2,683,540,000"
15-Oct-21,"2,276.74","2,306.27","2,265.65","2,265.65","2,265.65","3,000,560,000"
14-Oct-21,"2,243.95","2,275.51","2,243.95","2,274.18","2,274.18","2,642,920,000"
13-Oct-21,"2,235.02","2,241.97","2,220.24","2,241.97","2,241.97","2,926,460,000"
12-Oct-21,"2,221.55","2,241.40","2,221.55","2,234.27","2,234.27","2,608,150,000"
11-Oct-21,"2,233.00","2,251.65","2,220.64","2,220.64","2,220.64","2,580,000,000"
8-Oct-21,"2,250.32","2,256.56","2,233.09","2,233.09","2,233.09","2,401,890,000"
7-Oct-21,"2,217.58","2,265.22","2,217.58","2,250.09","2,250.09","3,096,080,000"
6-Oct-21,"2,226.05","2,226.05","2,188.69","2,214.96","2,214.96","3,219,590,000"
5-Oct-21,"2,218.47","2,245.03","2,218.47","2,228.36","2,228.36","2,967,400,000"
4-Oct-21,"2,240.85","2,240.85","2,210.61","2,217.47","2,217.47","3,110,560,000"
1-Oct-21,"2,205.91","2,252.04","2,197.15","2,241.63","2,241.63","3,148,980,000"
30-Sep-21,"2,226.74","2,239.54","2,204.37","2,204.37","2,204.37","3,123,770,000"
29-Sep-21,"2,230.61","2,239.75","2,221.72","2,225.31","2,225.31","2,753,800,000"
28-Sep-21,"2,279.51","2,279.51","2,227.58","2,229.78","2,229.78","3,495,970,000"
27-Sep-21,"2,247.96","2,293.35","2,247.96","2,281.00","2,281.00","3,032,870,000"
24-Sep-21,"2,257.95","2,259.93","2,239.17","2,248.07","2,248.07","2,772,090,000"
23-Sep-21,"2,220.06","2,265.81","2,220.06","2,259.04","2,259.04","2,833,290,000"
22-Sep-21,"2,188.10","2,234.17","2,188.10","2,218.56","2,218.56","3,273,670,000"
21-Sep-21,"2,183.72","2,201.71","2,172.83","2,186.18","2,186.18","3,044,300,000"
20-Sep-21,"2,233.10","2,233.10","2,155.34","2,182.20","2,182.20","3,773,680,000"
17-Sep-21,"2,233.55","2,240.73","2,220.39","2,236.87","2,236.87","5,622,210,000"
16-Sep-21,"2,234.31","2,242.84","2,217.35","2,232.91","2,232.91","3,321,030,000"
15-Sep-21,"2,210.46","2,236.96","2,207.42","2,234.45","2,234.45","3,154,760,000"
14-Sep-21,"2,241.78","2,249.94","2,204.14","2,209.98","2,209.98","2,568,730,000"
13-Sep-21,"2,228.49","2,244.72","2,217.12","2,240.78","2,240.78","3,096,390,000"
10-Sep-21,"2,250.63","2,264.11","2,227.54","2,227.55","2,227.55","2,851,140,000"
9-Sep-21,"2,249.54","2,273.18","2,244.13","2,249.13","2,249.13","3,035,300,000"
8-Sep-21,"2,275.00","2,275.00","2,241.43","2,249.73","2,249.73","2,808,480,000"
7-Sep-21,"2,292.17","2,300.59","2,275.57","2,275.61","2,275.61","3,098,870,000"
3-Sep-21,"2,303.75","2,303.75","2,286.70","2,292.05","2,292.05","2,609,660,000"
2-Sep-21,"2,288.03","2,309.97","2,288.03","2,304.02","2,304.02","2,897,010,000"
1-Sep-21,"2,274.21","2,293.05","2,264.59","2,287.06","2,287.06","3,101,830,000"
31-Aug-21,"2,266.28","2,277.19","2,260.43","2,273.77","2,273.77","3,090,380,000"
30-Aug-21,"2,278.45","2,286.36","2,264.30","2,265.99","2,265.99","2,557,300,000"
27-Aug-21,"2,213.79","2,281.84","2,213.79","2,277.15","2,277.15","2,862,360,000"
26-Aug-21,"2,239.20","2,244.44","2,212.21","2,213.98","2,213.98","2,704,600,000"
25-Aug-21,"2,230.73","2,252.14","2,226.64","2,239.27","2,239.27","2,554,680,000"
24-Aug-21,"2,208.80","2,232.00","2,208.80","2,230.91","2,230.91","3,037,770,000"
23-Aug-21,"2,169.11","2,211.12","2,169.11","2,208.30","2,208.30","2,965,520,000"
20-Aug-21,"2,131.80","2,169.65","2,127.32","2,167.60","2,167.60","2,867,770,000"
19-Aug-21,"2,157.04","2,157.04","2,122.24","2,132.42","2,132.42","3,120,840,000"
18-Aug-21,"2,177.13","2,192.16","2,157.97","2,158.78","2,158.78","2,965,210,000"
17-Aug-21,"2,201.65","2,201.65","2,152.49","2,177.17","2,177.17","2,884,000,000"
16-Aug-21,"2,222.03","2,222.03","2,192.28","2,209.48","2,209.48","2,707,170,000"
13-Aug-21,"2,244.20","2,244.20","2,221.31","2,223.11","2,223.11","2,371,630,000"
12-Aug-21,"2,250.19","2,250.63","2,232.71","2,244.07","2,244.07","2,543,860,000"
11-Aug-21,"2,240.11","2,250.37","2,221.68","2,250.34","2,250.34","2,803,060,000"
10-Aug-21,"2,236.09","2,245.03","2,230.03","2,239.36","2,239.36","3,219,840,000"
9-Aug-21,"2,247.43","2,247.43","2,231.48","2,234.81","2,234.81","2,779,880,000"
6-Aug-21,"2,237.09","2,258.32","2,235.58","2,247.76","2,247.76","2,839,970,000"
5-Aug-21,"2,198.16","2,236.19","2,198.16","2,236.01","2,236.01","2,734,220,000"
4-Aug-21,"2,220.67","2,223.11","2,195.37","2,196.32","2,196.32","3,382,620,000"
3-Aug-21,"2,216.25","2,223.60","2,189.76","2,223.58","2,223.58","3,305,340,000"
2-Aug-21,"2,228.03","2,256.44","2,212.45","2,215.50","2,215.50","2,919,940,000"
30-Jul-21,"2,238.90","2,251.37","2,219.95","2,226.25","2,226.25","2,861,600,000"
29-Jul-21,"2,193.16","2,256.97","2,190.66","2,240.03","2,240.03","2,815,510,000"
28-Jul-21,"2,193.16","2,237.04","2,190.66","2,224.96","2,224.96","3,215,130,000"
27-Jul-21,"2,215.64","2,215.64","2,171.37","2,191.83","2,191.83","3,381,080,000"
26-Jul-21,"2,210.11","2,232.22","2,207.54","2,216.92","2,216.92","2,679,110,000"
23-Jul-21,"2,201.03","2,212.31","2,186.51","2,209.65","2,209.65","3,490,730,000"
22-Jul-21,"2,233.78","2,233.78","2,192.98","2,199.48","2,199.48","2,907,910,000"
21-Jul-21,"2,195.75","2,236.94","2,195.75","2,234.04","2,234.04","3,078,550,000"
20-Jul-21,"2,131.79","2,206.63","2,131.79","2,194.30","2,194.30","3,634,190,000"
19-Jul-21,"2,159.71","2,159.71","2,107.07","2,130.68","2,130.68","4,155,790,000"
16-Jul-21,"2,191.87","2,210.50","2,160.53","2,163.24","2,163.24","3,165,160,000"
15-Jul-21,"2,201.27","2,202.75","2,166.33","2,190.29","2,190.29","3,226,930,000"
14-Jul-21,"2,240.25","2,254.81","2,201.23","2,202.36","2,202.36","3,213,870,000"
13-Jul-21,"2,280.49","2,280.49","2,238.37","2,238.86","2,238.86","3,166,900,000"
12-Jul-21,"2,279.63","2,283.46","2,262.26","2,281.82","2,281.82","2,983,980,000"
9-Jul-21,"2,234.83","2,280.01","2,234.83","2,280.00","2,280.00","2,738,280,000"
8-Jul-21,"2,249.94","2,252.72","2,192.98","2,231.68","2,231.68","3,393,780,000"
7-Jul-21,"2,274.53","2,278.10","2,235.50","2,252.85","2,252.85","3,243,900,000"
6-Jul-21,"2,305.96","2,306.91","2,256.97","2,274.50","2,274.50","3,437,900,000"
2-Jul-21,"2,328.53","2,332.95","2,302.94","2,305.76","2,305.76","2,628,550,000"
1-Jul-21,"2,312.57","2,332.28","2,312.57","2,329.36","2,329.36","3,077,580,000"
30-Jun-21,"2,307.95","2,317.30","2,295.43","2,310.55","2,310.55","3,687,880,000"
29-Jun-21,"2,323.07","2,332.28","2,305.92","2,308.84","2,308.84","3,049,560,000"
28-Jun-21,"2,335.34","2,342.19","2,307.22","2,322.34","2,322.34","3,415,610,000"
25-Jun-21,"2,336.86","2,350.22","2,334.40","2,334.40","2,334.40","6,248,390,000"
24-Jun-21,"2,305.41","2,333.66","2,305.41","2,333.62","2,333.62","3,141,680,000"
23-Jun-21,"2,296.40","2,314.30","2,296.40","2,303.47","2,303.47","3,172,440,000"
22-Jun-21,"2,285.46","2,298.36","2,266.16","2,295.95","2,295.95","3,208,760,000"
21-Jun-21,"2,238.62","2,289.76","2,238.62","2,286.09","2,286.09","3,391,740,000"
18-Jun-21,"2,284.96","2,284.96","2,229.58","2,237.75","2,237.75","6,084,980,000"
17-Jun-21,"2,314.20","2,316.60","2,264.12","2,287.46","2,287.46","3,952,110,000"
16-Jun-21,"2,319.09","2,321.91","2,296.21","2,314.69","2,314.69","3,722,050,000"
15-Jun-21,"2,326.76","2,327.87","2,301.78","2,320.07","2,320.07","3,578,450,000"
14-Jun-21,"2,337.45","2,348.64","2,320.17","2,326.15","2,326.15","3,612,050,000"
11-Jun-21,"2,312.60","2,335.81","2,312.60","2,335.81","2,335.81","3,204,280,000"
10-Jun-21,"2,327.98","2,337.76","2,305.71","2,311.41","2,311.41","3,502,480,000"
9-Jun-21,"2,344.82","2,350.70","2,325.56","2,327.13","2,327.13","3,902,870,000"
8-Jun-21,"2,319.57","2,348.35","2,316.17","2,343.76","2,343.76","3,943,870,000"
7-Jun-21,"2,286.93","2,321.64","2,286.93","2,319.18","2,319.18","3,835,570,000"
4-Jun-21,"2,281.07","2,293.68","2,277.44","2,286.41","2,286.41","3,487,070,000"
3-Jun-21,"2,296.57","2,296.57","2,257.00","2,279.25","2,279.25","4,579,450,000"
2-Jun-21,"2,295.66","2,302.22","2,285.05","2,297.83","2,297.83","4,860,930,000"
1-Jun-21,"2,270.38","2,298.72","2,270.38","2,294.74","2,294.74","4,122,960,000"
28-May-21,"2,273.82","2,285.07","2,264.92","2,268.97","2,268.97","4,199,270,000"
27-May-21,"2,250.73","2,277.62","2,250.73","2,273.07","2,273.07","5,201,110,000"
26-May-21,"2,207.35","2,250.61","2,207.35","2,249.27","2,249.27","3,674,490,000"
25-May-21,"2,229.24","2,247.81","2,205.73","2,205.75","2,205.75","3,420,870,000"
24-May-21,"2,223.05","2,237.13","2,218.15","2,227.34","2,227.34","2,947,400,000"
21-May-21,"2,210.21","2,236.83","2,210.21","2,215.27","2,215.27","3,344,620,000"
20-May-21,"2,194.69","2,210.92","2,184.41","2,207.76","2,207.76","3,019,060,000"
19-May-21,"2,205.77","2,205.77","2,159.14","2,193.64","2,193.64","3,485,550,000"
18-May-21,"2,227.92","2,244.43","2,210.43","2,210.88","2,210.88","3,559,790,000"
17-May-21,"2,222.86","2,227.46","2,197.10","2,227.12","2,227.12","3,307,130,000"
14-May-21,"2,171.13","2,226.39","2,171.13","2,224.63","2,224.63","3,251,920,000"
13-May-21,"2,135.23","2,185.24","2,133.97","2,170.95","2,170.95","3,687,780,000"
12-May-21,"2,205.02","2,205.02","2,132.25","2,135.14","2,135.14","3,735,080,000"
11-May-21,"2,206.48","2,215.69","2,157.14","2,206.99","2,206.99","3,593,110,000"
10-May-21,"2,271.09","2,271.24","2,212.59","2,212.70","2,212.70","3,678,970,000"
7-May-21,"2,242.10","2,271.81","2,240.56","2,271.63","2,271.63","4,013,060,000"
6-May-21,"2,240.21","2,242.03","2,205.59","2,241.42","2,241.42","4,504,860,000"
5-May-21,"2,250.13","2,260.00","2,232.86","2,241.37","2,241.37","4,029,050,000"
4-May-21,"2,275.10","2,275.10","2,225.70","2,248.29","2,248.29","4,441,080,000"
3-May-21,"2,268.62","2,288.57","2,267.78","2,277.45","2,277.45","4,061,170,000"
30-Apr-21,"2,292.49","2,292.49","2,259.30","2,266.45","2,266.45","4,273,680,000"
29-Apr-21,"2,307.07","2,322.91","2,278.42","2,295.46","2,295.46","4,288,940,000"
28-Apr-21,"2,301.10","2,309.82","2,291.28","2,304.16","2,304.16","3,772,390,000"
27-Apr-21,"2,298.83","2,309.80","2,294.41","2,301.27","2,301.27","3,703,240,000"
26-Apr-21,"2,275.34","2,302.38","2,275.34","2,298.01","2,298.01","3,738,920,000"
23-Apr-21,"2,233.72","2,281.22","2,233.72","2,271.86","2,271.86","3,568,080,000"
22-Apr-21,"2,240.87","2,268.53","2,227.49","2,232.61","2,232.61","4,235,040,000"
21-Apr-21,"2,187.48","2,240.46","2,175.43","2,239.63","2,239.63",-
20-Apr-21,"2,231.13","2,231.13","2,171.68","2,188.21","2,188.21","4,338,230,000"
19-Apr-21,"2,261.11","2,261.11","2,219.05","2,232.00","2,232.00","3,788,020,000"
16-Apr-21,"2,258.29","2,273.15","2,251.73","2,262.67","2,262.67","4,157,430,000"
15-Apr-21,"2,249.42","2,264.16","2,240.75","2,257.07","2,257.07","4,027,680,000"
14-Apr-21,"2,230.16","2,272.85","2,230.16","2,247.72","2,247.72","3,976,540,000"
13-Apr-21,"2,233.99","2,237.38","2,208.20","2,228.92","2,228.92","3,728,440,000"
12-Apr-21,"2,244.33","2,244.33","2,222.21","2,233.78","2,233.78","3,578,500,000"
9-Apr-21,"2,241.97","2,245.99","2,231.03","2,243.47","2,243.47","3,634,910,000"
8-Apr-21,"2,225.19","2,243.00","2,213.84","2,242.60","2,242.60","3,901,910,000"
7-Apr-21,"2,259.15","2,259.15","2,217.78","2,223.05","2,223.05","4,112,640,000"
6-Apr-21,"2,264.74","2,280.37","2,257.55","2,259.15","2,259.15","4,027,880,000"
5-Apr-21,"2,280.80","2,280.83","2,253.94","2,264.89","2,264.89","3,999,760,000"
1-Apr-21,"2,225.29","2,253.90","2,225.29","2,253.90","2,253.90","4,151,240,000"
31-Mar-21,"2,200.03","2,237.68","2,200.03","2,220.52","2,220.52","4,564,980,000"
30-Mar-21,"2,158.59","2,202.62","2,151.55","2,195.80","2,195.80","4,103,570,000"
29-Mar-21,"2,219.31","2,223.19","2,158.44","2,158.68","2,158.68","4,619,840,000"
26-Mar-21,"2,190.88","2,222.19","2,177.90","2,221.48","2,221.48","5,467,850,000"
25-Mar-21,"2,133.15","2,190.89","2,100.27","2,183.12","2,183.12","4,940,800,000"
24-Mar-21,"2,192.95","2,221.98","2,134.12","2,134.27","2,134.27","4,766,990,000"
23-Mar-21,"2,264.14","2,264.14","2,175.78","2,185.69","2,185.69","4,645,340,000"
22-Mar-21,"2,287.93","2,294.04","2,258.70","2,266.84","2,266.84",-
19-Mar-21,"2,267.65","2,298.04","2,247.57","2,287.55","2,287.55","7,725,050,000"
18-Mar-21,"2,335.83","2,340.55","2,262.07","2,267.59","2,267.59","4,043,170,000"
17-Mar-21,"2,315.14","2,339.28","2,289.84","2,336.39","2,336.39","4,541,620,000"
16-Mar-21,"2,360.13","2,360.13","2,304.97","2,319.52","2,319.52","4,604,870,000"
15-Mar-21,"2,352.79","2,360.17","2,337.13","2,360.17","2,360.17","4,882,190,000"
12-Mar-21,"2,337.23","2,354.20","2,325.65","2,352.79","2,352.79","4,469,240,000"
11-Mar-21,"2,287.94","2,338.55","2,287.94","2,338.54","2,338.54","5,300,010,000"
10-Mar-21,"2,246.96","2,299.46","2,246.96","2,285.68","2,285.68","5,827,250,000"
9-Mar-21,"2,204.80","2,261.64","2,204.80","2,245.06","2,245.06","5,496,340,000"
8-Mar-21,"2,192.65","2,233.34","2,192.48","2,202.98","2,202.98","5,852,240,000"
5-Mar-21,"2,149.43","2,193.27","2,085.12","2,192.21","2,192.21","6,842,570,000"
4-Mar-21,"2,207.74","2,217.05","2,110.14","2,146.92","2,146.92","7,142,240,000"
3-Mar-21,"2,232.50","2,252.56","2,207.62","2,207.79","2,207.79","6,150,790,000"
2-Mar-21,"2,275.12","2,275.12","2,231.11","2,231.51","2,231.51","5,493,690,000"
1-Mar-21,"2,203.03","2,279.54","2,203.03","2,275.32","2,275.32","5,071,540,000"
26-Feb-21,"2,201.30","2,232.29","2,165.86","2,201.05","2,201.05","6,512,950,000"
25-Feb-21,"2,283.85","2,289.07","2,196.52","2,200.17","2,200.17","6,513,060,000"
24-Feb-21,"2,232.41","2,286.49","2,232.41","2,284.38","2,284.38","5,942,350,000"
23-Feb-21,"2,248.42","2,248.42","2,169.08","2,231.31","2,231.31","6,280,650,000"
22-Feb-21,"2,265.87","2,276.33","2,247.70","2,251.07","2,251.07","5,870,190,000"
19-Feb-21,"2,218.82","2,275.87","2,218.82","2,266.69","2,266.69","4,823,940,000"
18-Feb-21,"2,253.03","2,253.03","2,208.49","2,218.39","2,218.39","4,773,430,000"
17-Feb-21,"2,271.96","2,271.96","2,226.98","2,256.11","2,256.11","4,718,280,000"
16-Feb-21,"2,290.57","2,310.09","2,266.27","2,272.89","2,272.89","5,037,360,000"
