Date,Open,High,Low,Close,Volume_base,Volume_quote
2022-04-04 18:15:00,60188.39,60205.17,59910.0,60006.7,6.74847,405545.1191219
2022-04-04 18:30:00,60053.72,60164.84,59997.13,60083.8,2.02725,121839.7664095
2022-04-04 18:45:00,60079.32,60233.59,60017.26,60233.59,1.97641,118859.5759017
2022-04-04 19:00:00,60245.51,60397.85,60245.51,60390.59,0.93852,56618.7831374
2022-04-04 19:15:00,60403.68,60699.48,60380.07,60598.85,0.68759,41657.4355486
2022-04-04 19:30:00,60598.85,60717.25,60568.34,60717.25,0.85828,52032.8839713
2022-04-04 19:45:00,60711.17,60956.59,60689.71,60925.33,2.3479,142838.8755344
2022-04-04 20:00:00,60858.43,60981.72,60858.43,60962.48,1.09532,66731.8767327
2022-04-04 20:15:00,60958.77,60969.09,60738.01,60928.66,3.02958,184370.3814752
2022-04-04 20:30:00,60974.92,61453.68,60971.87,61333.09,3.07725,188339.9125684
2022-04-04 20:45:00,61372.16,61547.02,61208.46,61505.47,1.45905,89562.6004569
2022-04-04 21:00:00,61519.29,61530.54,61401.2,61487.4,2.72139,167251.4454359
2022-04-04 21:15:00,61485.56,61789.47,61321.08,61748.88,2.91624,179643.2050414
2022-04-04 21:30:00,61725.23,61839.37,61665.07,61778.39,0.69625,42984.084263
2022-04-04 21:45:00,61824.09,61911.76,61631.57,61883.12,0.85673,52853.7095563
2022-04-04 22:00:00,61870.35,61870.35,61655.75,61719.9,1.43679,88722.9905268
2022-04-04 22:15:00,61723.53,61798.48,61642.29,61698.21,2.14344,132300.3685854
2022-04-04 22:30:00,61693.58,61715.1,61601.07,61653.15,1.22165,75321.3344986
2022-04-04 22:45:00,61661.51,62026.98,61661.51,61895.64,2.55952,158453.5460622
2022-04-04 23:00:00,61969.23,62193.5,61938.14,61975.1,1.71505,106459.632098
2022-04-04 23:15:00,61991.79,62021.34,61879.34,61968.65,2.33987,144947.416139
2022-04-04 23:30:00,61937.8,62145.76,61876.8,62096.33,1.8831,116734.9450099
2022-04-04 23:45:00,62132.97,62246.44,61844.56,61868.72,2.88767,179144.522152
2022-04-05 00:00:00,61800.0,61893.75,61782.05,61860.52,1.12819,69785.8579379
2022-04-05 00:15:00,61851.39,61950.0,61772.88,61892.4,3.47173,214885.8850546
2022-04-05 00:30:00,61911.12,61919.93,61867.62,61869.32,0.58973,36500.1842056
2022-04-05 00:45:00,61880.01,61902.08,61700.0,61799.41,1.13518,70130.8162782
2022-04-05 01:00:00,61829.48,61897.59,61829.48,61857.9,1.7325,107166.4261037
2022-04-05 01:15:00,61871.63,61911.21,61788.3,61804.83,1.72168,106524.8266006
2022-04-05 01:30:00,61831.86,62075.7,61827.58,62020.02,4.07704,252502.647335
2022-04-05 01:45:00,62000.0,62035.38,61908.39,61962.77,12.67317,785381.2537096
2022-04-05 02:00:00,61959.65,62076.09,61959.65,61997.25,2.13157,132177.3896724
2022-04-05 02:15:00,62012.0,62041.15,61966.93,62041.15,1.22344,75860.9386297
2022-04-05 02:30:00,62074.75,62100.2,61917.15,61927.72,1.29986,80611.8899003
2022-04-05 02:45:00,61921.72,61952.96,61880.86,61952.96,1.25919,77970.3832361
2022-04-05 03:00:00,61949.89,61998.75,61909.7,61981.4,2.02377,125377.4568818
2022-04-05 03:15:00,61986.41,62135.73,61976.57,62072.15,0.54794,33998.9733314
2022-04-05 03:30:00,62075.51,62075.51,61920.41,61988.47,2.15069,133299.654528
2022-04-05 03:45:00,61988.47,62059.09,61939.61,61959.64,1.85633,115119.0625589
2022-04-05 04:00:00,61961.02,62017.03,61941.64,62016.89,1.35107,83726.3638101
2022-04-05 04:15:00,62013.78,62154.05,61986.34,62111.78,3.88513,241119.4120189
2022-04-05 04:30:00,62093.76,62159.87,62040.76,62083.93,2.43712,151340.102366
2022-04-05 04:45:00,62075.18,62101.48,61725.53,61802.67,14.72855,912391.8510073
2022-04-05 05:00:00,61814.79,61814.79,61684.02,61710.87,5.29255,326654.9964874
2022-04-05 05:15:00,61712.89,61712.9,61546.47,61573.0,2.743,169138.8871779
2022-04-05 05:30:00,61573.0,61581.9,61483.77,61563.62,6.78376,417619.4744087
2022-04-05 05:45:00,61594.07,61629.1,61486.87,61504.03,3.11571,191839.2485113
2022-04-05 06:00:00,61487.48,61489.07,61431.13,61435.32,2.0577,126473.311306
2022-04-05 06:15:00,61415.19,61489.95,61388.0,61489.95,2.87213,176430.5949475
2022-04-05 06:30:00,61487.72,61517.26,61422.12,61422.12,2.40957,148098.5001894
2022-04-05 06:45:00,61424.91,61456.9,61381.14,61381.14,2.50475,153840.728148
2022-04-05 07:00:00,61381.15,61382.56,61200.9,61233.23,3.72696,228434.6057655
2022-04-05 07:15:00,61254.65,61278.46,61155.23,61169.36,2.35319,144065.9035914
2022-04-05 07:30:00,61193.33,61194.89,61119.16,61184.28,2.67937,163857.6060648
2022-04-05 07:45:00,61179.53,61313.55,61174.74,61313.55,1.69805,104004.2587292
2022-04-05 08:00:00,61324.73,61352.68,61290.15,61294.31,2.11462,129640.2463288
2022-04-05 08:15:00,61306.9,61335.73,61146.6,61147.61,2.89837,177482.2657701
2022-04-05 08:30:00,61151.97,61203.47,61135.5,61187.0,2.26453,138528.2979041
2022-04-05 08:45:00,61187.0,61210.99,61151.17,61174.73,3.2684,199992.1561663
2022-04-05 09:00:00,61147.56,61192.97,61125.11,61153.49,1.40925,86190.2234163
2022-04-05 09:15:00,61190.75,61190.75,61138.48,61170.39,0.82415,50404.1705956
2022-04-05 09:30:00,61170.92,61247.71,61141.56,61242.92,1.67301,102372.5823954
2022-04-05 09:45:00,61240.81,61278.14,61140.21,61172.01,2.54019,155507.8136426
2022-04-05 10:00:00,61167.01,61167.01,61100.0,61100.0,3.33634,203934.7050623
2022-04-05 10:15:00,61100.01,61228.41,61039.56,61223.53,5.00989,306103.719278
2022-04-05 10:30:00,61217.44,61266.75,61214.51,61234.61,1.86223,114043.8376644
2022-04-05 10:45:00,61223.7,61332.02,61217.58,61322.39,3.69244,226293.3373966
2022-04-05 11:00:00,61322.79,61332.81,61260.96,61264.37,3.24426,198862.2796749
2022-04-05 11:15:00,61264.37,61375.16,61167.37,61375.16,3.73326,228618.7507217
2022-04-05 11:30:00,61368.7,61378.5,61179.82,61179.82,2.35465,144266.2253543
2022-04-05 11:45:00,61178.46,61263.46,61132.16,61228.03,2.5167,154070.7382488
2022-04-05 12:00:00,61233.62,61255.09,61135.09,61247.88,2.90024,177470.4513831
2022-04-05 12:15:00,61258.71,61358.23,61258.71,61345.63,1.21998,74811.2537936
2022-04-05 12:30:00,61327.55,61891.2,61327.55,61819.52,2.30597,141986.8028214
2022-04-05 12:45:00,61858.68,61898.51,61495.66,61575.39,3.64931,225241.0609517
2022-04-05 13:00:00,61595.03,61616.03,61354.41,61354.41,1.81801,111869.8320958
2022-04-05 13:15:00,61328.55,61441.08,60911.32,60911.32,3.34712,205057.343677
2022-04-05 13:30:00,60907.62,61064.42,60800.0,60880.83,3.66589,223378.7199444
2022-04-05 13:45:00,60868.19,60905.48,60744.0,60871.54,1.85102,112574.369027
2022-04-05 14:00:00,60874.37,60952.88,60644.01,60750.91,1.69635,103194.1538104
2022-04-05 14:15:00,60759.58,60771.62,60288.49,60413.76,6.31848,382252.2374357
2022-04-05 14:30:00,60370.09,60476.94,60258.63,60308.36,2.97172,179399.4809411
2022-04-05 14:45:00,60316.26,60345.08,60101.0,60181.53,4.83582,291311.3242993
2022-04-05 15:00:00,60189.6,60295.93,60105.0,60153.62,4.42303,266375.6088224
2022-04-05 15:15:00,60182.54,60348.92,60040.0,60291.69,3.77306,227290.264409
2022-04-05 15:30:00,60269.31,60324.51,60133.6,60174.37,4.5121,271669.773992
2022-04-05 15:45:00,60185.0,60252.53,60128.32,60229.89,3.23553,194748.5446168
2022-04-05 16:00:00,60211.27,60352.8,60198.11,60336.98,1.57611,95014.5658576
2022-04-05 16:15:00,60370.79,60700.21,60177.91,60700.21,5.28131,318642.4708388
2022-04-05 16:30:00,60727.06,60735.19,60519.4,60519.4,1.24276,75361.4740804
2022-04-05 16:45:00,60520.6,60557.08,60403.03,60448.5,2.20327,133214.6547907
2022-04-05 17:00:00,60422.6,60486.18,60358.43,60452.94,1.89004,114217.7488349
2022-04-05 17:15:00,60603.54,60717.07,60556.65,60609.89,2.81054,170441.6251478
2022-04-05 17:30:00,60628.83,60666.27,60559.57,60610.3,1.72216,104413.6740048
2022-04-05 17:45:00,60624.31,61044.32,60602.25,60818.04,4.70172,286132.9759349
2022-04-05 18:00:00,60830.74,60830.74,60558.63,60628.78,1.35499,82221.999625
2022-04-05 18:15:00,60591.69,60627.18,60498.11,60559.12,1.49817,90756.5856585
2022-04-05 18:30:00,60540.32,60657.97,60540.32,60580.04,0.60655,36758.096435
2022-04-05 18:45:00,60597.53,60671.97,60536.4,60632.38,1.13253,68625.2177835
2022-04-05 19:00:00,60636.45,60671.25,60521.45,60524.98,1.28802,78041.6000359
2022-04-05 19:15:00,60540.02,60565.21,60210.52,60253.69,2.15582,130133.2693503
2022-04-05 19:30:00,60279.43,60842.1,60072.8,60799.6,2.90905,175389.1166658
2022-04-05 19:45:00,60710.87,60758.8,60671.71,60743.65,0.45855,27837.6214104
2022-04-05 20:00:00,60729.0,60834.65,60728.15,60793.1,0.34301,20848.875815
2022-04-05 20:15:00,60821.34,60898.27,60646.68,60782.19,1.57148,95473.2524565
2022-04-05 20:30:00,60783.93,60783.93,60580.24,60611.32,1.59244,96655.1889517
2022-04-05 20:45:00,60589.03,60600.0,60307.63,60400.13,3.037,183336.6553663
2022-04-05 21:00:00,60399.17,60570.6,60339.64,60570.6,1.90354,115066.9284962
2022-04-05 21:15:00,60570.66,60670.21,60511.51,60642.29,1.56384,94723.8502039
2022-04-05 21:30:00,60610.62,60632.19,60430.82,60591.78,0.58753,35585.297988
2022-04-05 21:45:00,60591.78,60644.8,60524.41,60640.53,0.27047,16391.3555468
2022-04-05 22:00:00,60593.69,60726.25,60524.69,60726.25,0.07683,4659.585941
2022-04-05 22:15:00,60731.6,60731.6,60570.26,60699.15,0.50447,30602.6923257
2022-04-05 22:30:00,60674.71,60716.32,60564.89,60590.16,0.20282,12298.351349
2022-04-05 22:45:00,60592.21,60788.11,60592.21,60788.11,0.92555,56157.5827977
2022-04-05 23:00:00,60744.73,60810.27,60501.82,60558.0,1.81435,110046.8874164
2022-04-05 23:15:00,60569.53,60582.96,60506.63,60580.46,1.73437,105021.0221547
2022-04-05 23:30:00,60580.7,60641.97,60430.17,60490.15,0.91011,55060.2876982
2022-04-05 23:45:00,60483.23,60646.39,60441.82,60540.16,0.89246,54047.705734
2022-04-06 00:00:00,60499.97,60506.01,60011.86,60180.06,3.17609,191233.1099164
2022-04-06 00:15:00,60165.42,60244.46,59600.0,59767.62,9.28377,556613.571879
2022-04-06 00:30:00,59673.91,59884.48,58922.38,59544.22,16.54572,981879.5158666
2022-04-06 00:45:00,59548.42,59698.42,59324.78,59531.98,7.96354,474181.6883034
2022-04-06 01:00:00,59525.23,59692.29,59470.51,59551.74,7.47204,445224.2585107
2022-04-06 01:15:00,59550.0,59863.57,59500.02,59732.34,5.72223,341641.9260975
2022-04-06 01:30:00,59711.4,59954.77,59711.4,59765.92,5.00498,299450.9908816
2022-04-06 01:45:00,59760.94,59784.05,59658.32,59678.45,1.95588,116769.5726991
2022-04-06 02:00:00,59678.45,59786.92,59662.64,59786.91,2.21366,132241.5802252
2022-04-06 02:15:00,59766.8,59986.73,59762.2,59881.35,1.89036,113212.3835247
2022-04-06 02:30:00,59878.33,60038.22,59860.12,59930.25,2.91052,174511.4845353
2022-04-06 02:45:00,59941.21,60031.3,59905.05,59947.53,1.62423,97376.829499
2022-04-06 03:00:00,59967.49,59985.46,59878.61,59897.09,2.99102,179268.8496043
2022-04-06 03:15:00,59875.9,59908.81,59789.02,59808.17,1.98706,118960.9555437
2022-04-06 03:30:00,59809.15,59933.83,59795.79,59853.49,1.50317,89988.3766118
2022-04-06 03:45:00,59859.0,59900.13,59838.05,59872.4,1.25725,75277.0659643
2022-04-06 04:00:00,59901.0,59920.88,59719.33,59774.4,1.65592,99111.3132912
2022-04-06 04:15:00,59827.61,59910.08,59690.0,59910.08,2.27818,136260.0033506
2022-04-06 04:30:00,59910.09,59989.28,59910.09,59927.57,1.45753,87374.5700974
2022-04-06 04:45:00,59904.86,59997.18,59856.86,59997.18,2.18237,130705.5454496
2022-04-06 05:00:00,59997.0,60028.27,59950.02,59968.41,2.74722,164788.4301493
2022-04-06 05:15:00,59975.73,60027.88,59926.06,60027.88,2.22307,133327.8808448
2022-04-06 05:30:00,60028.3,60048.62,59900.0,59917.32,1.36964,82157.9787202
2022-04-06 05:45:00,59915.53,60050.0,59915.53,59994.88,4.2409,254409.2010353
2022-04-06 06:00:00,59999.15,60088.76,59968.67,60066.38,2.41318,144883.5999351
2022-04-06 06:15:00,60052.68,60067.13,59951.88,59951.88,3.67917,220693.0145738
2022-04-06 06:30:00,59964.9,60086.85,59916.75,60068.61,3.2822,196912.2464617
2022-04-06 06:45:00,60031.15,60108.68,60018.17,60024.6,3.33932,200532.2762576
2022-04-06 07:00:00,60020.07,60135.16,60005.33,60102.74,2.48922,149535.6773211
2022-04-06 07:15:00,60098.43,60123.15,59965.74,60028.89,7.64468,459095.5156039
2022-04-06 07:30:00,60028.38,60052.59,59960.71,60008.49,1.93331,116039.7401316
2022-04-06 07:45:00,60000.0,60001.1,59883.37,59906.7,1.72335,103265.1011616
2022-04-06 08:00:00,59883.95,59934.29,59858.26,59887.26,2.00022,119803.4513058
2022-04-06 08:15:00,59883.35,59917.19,59740.26,59791.79,5.2652,315144.9785114
2022-04-06 08:30:00,59800.0,59912.53,59764.4,59886.6,3.51376,210262.1115007
2022-04-06 08:45:00,59895.11,59969.24,59827.13,59859.9,3.80584,227971.282381
2022-04-06 09:00:00,59901.81,59975.71,59881.24,59949.26,3.61628,216750.2578215
2022-04-06 09:15:00,59943.17,59969.53,59820.35,59820.35,3.11227,186387.4767133
2022-04-06 09:30:00,59842.89,59874.26,59769.5,59778.38,1.60984,96295.6823008
2022-04-06 09:45:00,59774.9,59882.25,59758.97,59882.25,3.89406,233049.7022007
2022-04-06 10:00:00,59879.24,59879.24,59735.27,59852.81,1.59605,95432.7613658
2022-04-06 10:15:00,59848.49,59870.82,59722.96,59737.21,2.14059,128019.9918251
2022-04-06 10:30:00,59725.95,60144.33,59515.99,60102.06,2.7836,166495.4728775
2022-04-06 10:45:00,60105.87,60118.07,59755.59,59862.73,2.72927,163542.148451
2022-04-06 11:00:00,59870.29,59870.29,59624.31,59624.31,2.41216,144140.6824746
2022-04-06 11:15:00,59642.39,59670.0,59287.83,59314.05,3.51924,209264.7495174
2022-04-06 11:30:00,59341.85,59450.46,59137.14,59187.96,4.35463,258212.5227078
2022-04-06 11:45:00,59195.76,59540.04,59182.08,59402.75,3.35226,199007.342171
2022-04-06 12:00:00,59424.81,59583.79,59276.43,59314.9,5.963,354469.4731003
2022-04-06 12:15:00,59288.0,59408.33,59076.3,59408.33,4.55327,269782.5934323
2022-04-06 12:30:00,59433.01,59525.3,59277.17,59442.72,2.78789,165696.2999159
2022-04-06 12:45:00,59407.99,59407.99,59233.59,59350.0,3.63185,215353.0580743
2022-04-06 13:00:00,59324.65,59324.65,59242.89,59280.39,1.5861,94027.5173399
2022-04-06 13:15:00,59238.6,59476.53,59200.01,59430.06,0.78131,46391.3655783
2022-04-06 13:30:00,59448.66,59502.91,59294.96,59464.55,1.31968,78348.3555224
2022-04-06 13:45:00,59448.36,59503.91,59021.86,59065.13,3.76406,222944.577218
2022-04-06 14:00:00,59026.41,59166.53,58500.0,58500.0,8.09988,475460.6139253
2022-04-06 14:15:00,58500.0,58606.3,58117.38,58294.51,5.76934,336299.7864153
2022-04-06 14:30:00,58339.12,58546.57,58339.12,58546.57,1.24213,72607.1022106
2022-04-06 14:45:00,58517.05,58882.28,58517.05,58702.53,1.02889,60423.8467286
2022-04-06 15:00:00,58706.43,58921.53,58666.05,58819.55,2.77762,163410.1056387
2022-04-06 15:15:00,58810.88,58852.52,58483.89,58594.61,4.13554,242794.4180609
2022-04-06 15:30:00,58548.93,58596.38,58268.09,58301.65,2.61367,152755.8306265
2022-04-06 15:45:00,58325.63,58615.19,58136.8,58615.19,3.68871,215452.4089524
2022-04-06 16:00:00,58615.19,58754.67,58558.81,58624.72,2.52776,148174.329075
2022-04-06 16:15:00,58629.09,58752.66,58524.45,58568.58,2.17998,127861.3591159
2022-04-06 16:30:00,58569.63,58598.12,58263.77,58263.77,2.85974,167046.7625752
2022-04-06 16:45:00,58287.31,58362.65,57935.62,58193.99,5.96422,346288.6568213
2022-04-06 17:00:00,58185.86,58270.48,57969.02,58195.89,1.99256,115862.1926228
2022-04-06 17:15:00,58177.01,58177.01,57719.71,57934.96,3.59322,208170.2061124
2022-04-06 17:30:00,57938.19,58203.79,57904.35,58163.0,1.56927,91165.4583319
2022-04-06 17:45:00,58174.46,58339.96,58077.78,58302.67,1.47115,85630.9057948
2022-04-06 18:00:00,58289.67,58435.75,58278.31,58282.02,2.50354,146087.1207116
2022-04-06 18:15:00,58300.5,58782.6,58099.99,58130.22,14.6602,857367.5162431
2022-04-06 18:30:00,58130.38,58130.38,57526.61,57845.07,7.89705,456346.5484391
2022-04-06 18:45:00,57839.29,58355.27,57807.61,58296.42,27.62175,1604121.6883822
2022-04-06 19:00:00,58287.89,58563.59,58242.32,58405.92,3.71127,216747.9706907
2022-04-06 19:15:00,58417.4,58563.59,58220.81,58374.65,2.5827,150708.4989908
2022-04-06 19:30:00,58374.32,58403.1,58157.94,58226.52,2.02875,118172.5410176
2022-04-06 19:45:00,58214.9,58278.05,58050.42,58265.87,1.11835,65043.2684702
2022-04-06 20:00:00,58252.36,58461.85,58252.36,58335.07,1.04183,60823.1334092
2022-04-06 20:15:00,58340.86,58668.32,58311.47,58440.22,1.76251,103101.9145553
2022-04-06 20:30:00,58417.66,58595.3,58385.24,58592.82,2.33388,136443.0594943
2022-04-06 20:45:00,58617.93,58620.3,58445.47,58445.47,0.89355,52296.1293935
2022-04-06 21:00:00,58418.86,58593.81,58416.95,58497.0,0.91462,53536.6052309
2022-04-06 21:15:00,58488.61,58643.7,58424.32,58458.05,1.74845,102360.3390679
2022-04-06 21:30:00,58466.3,58696.35,58466.3,58696.35,0.61166,35806.2284093
2022-04-06 21:45:00,58698.74,58701.14,58400.0,58484.89,3.03252,177459.2628308
2022-04-06 22:00:00,58486.24,58610.76,58470.91,58498.01,1.22365,71657.2875114
2022-04-06 22:15:00,58498.01,58507.51,58419.86,58507.51,0.77325,45216.0939469
2022-04-06 22:30:00,58497.75,58497.75,58230.07,58324.29,0.83133,48489.107697
2022-04-06 22:45:00,58314.37,58354.99,58146.13,58170.98,1.00586,58595.2110222
2022-04-06 23:00:00,58180.64,58237.53,57989.84,57994.23,1.98217,115239.4469809
2022-04-06 23:15:00,58016.83,58131.05,57739.64,57885.62,2.98802,173182.1808761
2022-04-06 23:30:00,57901.06,58126.35,57881.3,57946.91,2.46143,142710.1210614
2022-04-06 23:45:00,57946.91,58006.11,57709.0,57886.04,4.1807,241791.8579984
2022-04-07 00:00:00,57880.29,57880.29,57554.66,57634.7,3.32508,191908.8623379
2022-04-07 00:15:00,57615.25,57835.42,57500.0,57832.84,2.41987,139495.0449853
2022-04-07 00:30:00,57818.21,57975.5,57804.2,57951.29,2.45177,141914.1730587
2022-04-07 00:45:00,57967.14,58083.19,57895.23,57929.5,1.07496,62363.1821627
2022-04-07 01:00:00,57928.72,57928.72,57118.18,57310.53,9.88331,566863.6502759
2022-04-07 01:15:00,57285.28,57660.69,57253.21,57575.31,2.88995,166125.1617557
2022-04-07 01:30:00,57592.95,57711.17,57337.16,57649.56,3.99797,230027.5147
2022-04-07 01:45:00,57680.53,57901.15,57628.12,57875.86,4.07153,235409.3185619
2022-04-07 02:00:00,57875.67,57978.18,57773.85,57961.0,1.41012,81642.8576337
2022-04-07 02:15:00,57994.04,57999.82,57831.51,57831.71,2.15303,124652.8528337
2022-04-07 02:30:00,57837.04,57903.14,57596.28,57605.51,3.74565,216127.9376785
2022-04-07 02:45:00,57616.07,57889.05,57577.7,57730.86,2.85998,165238.713976
2022-04-07 03:00:00,57721.94,58009.92,57691.87,57914.48,2.6852,155340.5995087
2022-04-07 03:15:00,57949.27,58032.96,57807.68,57830.14,2.63653,152771.9938071
2022-04-07 03:30:00,57854.38,57950.65,57776.73,57789.98,1.9408,112261.5902014
2022-04-07 03:45:00,57821.95,57963.27,57765.5,57901.35,1.55941,90311.9495724
2022-04-07 04:00:00,57897.53,58019.06,57838.39,57944.15,1.90449,110277.6337985
2022-04-07 04:15:00,57942.76,58017.44,57861.15,57861.15,4.80129,278227.027669
2022-04-07 04:30:00,57852.33,58052.68,57848.6,58025.17,2.08969,121032.5483115
2022-04-07 04:45:00,58028.09,58068.67,57922.6,57937.99,2.52739,146610.0387372
2022-04-07 05:00:00,57933.11,58196.1,57933.11,58129.19,2.8638,166418.2603122
2022-04-07 05:15:00,58094.0,58170.46,57916.21,57929.7,4.2604,247111.8926715
2022-04-07 05:30:00,57970.67,58040.14,57944.16,57985.66,3.18024,184431.8274007
2022-04-07 05:45:00,57992.96,58031.26,57900.0,57911.61,4.60073,266614.1223736
2022-04-07 06:00:00,57905.42,58112.09,57900.0,58077.89,4.45864,258676.8518431
2022-04-07 06:15:00,58106.53,58134.67,57916.57,57980.49,2.45266,142342.8141439
